,VOT,numWords,SCRIND,SCROUTD,TGTIND,TGTOUTD
61588,1,14,62,38,147,56
61589,1,48,37,2,277,217
61590,1,15,318,1101,112,8
61591,1,17,0,7,221,60
61592,-1,20,0,34,200,48
61593,0,32,286,143,74,209
61594,-1,10,0,163,187,15
61595,1,20,0,1,141,41
61596,1,25,0,9,75,54
61597,1,48,8,4,20,0
61598,1,16,0,428,534,40
61599,-1,79,0,10,217,32
61600,1,10,19,92,17,100
61601,1,16,0,278,57,13
61602,-1,33,42,14,41,0
61603,1,64,52,11,88,32
61604,-1,7,37,35,24,0
61605,-1,90,72,47,30,0
61606,1,3,58,74,151,81
61607,1,1,0,11,107,4
61608,1,15,139,110,29,0
61609,1,6,78,9,179,43
61610,-1,13,57,302,117,94
61611,1,21,185,250,38,15
61612,1,0,18,1,34,21
61613,1,22,178,249,29,21
61614,-1,43,35,111,55,0
61615,0,20,0,11,164,27
61616,1,4,0,220,47,1
61617,-1,14,0,11,356,144
61618,1,6,128,173,50,68
61619,1,47,154,216,83,77
61620,-1,47,0,31,304,60
61621,1,65,136,18,109,41
61622,-1,8,0,22,128,29
61623,1,27,80,86,111,49
61624,-1,5,0,13,16,0
61625,1,15,0,3,109,60
61626,-1,10,57,84,23,50
61627,1,4,0,99,51,15
61628,1,8,33,44,55,420
61629,-1,107,62,142,49,1
61630,-1,242,351,522,163,33
61631,1,1,53,328,61,83
61632,1,5,324,102,93,17
61633,1,24,180,222,191,38
61634,1,45,0,124,150,238
61635,1,21,102,175,107,18
61636,-1,40,82,318,8,0
61637,1,9,28,36,152,190
61638,-1,207,0,61,726,206
61639,-1,24,50,84,54,1
61640,1,20,102,33,178,249
61641,1,53,0,176,110,4
61642,-1,17,151,81,67,34
61643,1,9,168,311,339,175
61644,1,4,211,497,243,18
61645,1,4,0,40,185,9
61646,1,4,0,1,172,22
61647,-1,96,147,596,55,14
61648,1,1,53,328,132,305
61649,1,57,154,318,23,15
61650,1,0,12,166,147,56
61651,1,5,57,153,112,65
61652,1,8,109,50,76,255
61653,1,38,0,51,176,45
61654,0,9,0,100,185,76
61655,1,5,0,2,84,55
61656,-1,55,0,94,74,41
61657,1,47,144,75,189,75
61658,1,1,0,96,58,6
61659,1,9,38,120,49,10
61660,0,17,0,101,195,81
61661,1,4,0,19,87,8
61662,-1,15,0,38,9,0
61663,1,32,223,105,86,1
61664,1,1,81,173,222,107
61665,1,138,134,51,114,3
61666,1,2,46,347,34,42
61667,1,6,0,16,250,48
61668,1,3,164,660,81,0
61669,1,12,0,6,21,4
61670,1,12,51,36,139,152
61671,1,37,0,93,120,41
61672,1,10,5,20,11,2
61673,0,92,83,53,57,21
61674,1,6,33,11,54,1
61675,1,9,28,131,149,81
61676,1,2,156,160,100,142
61677,1,41,0,2,94,0
61678,1,3,80,86,379,31
61679,1,12,0,150,76,12
61680,1,4,152,190,174,45
61681,1,0,0,130,85,162
61682,-1,32,0,214,172,36
61683,-1,49,50,106,13,0
61684,1,1,16,31,18,3
61685,1,11,234,42,286,143
61686,1,2,0,5,375,8
61687,1,8,135,147,73,15
61688,1,13,74,282,89,8
61689,1,1,115,174,85,16
61690,-1,15,0,158,15,0
61691,1,11,0,18,154,216
61692,1,7,156,371,86,81
61693,1,4,14,103,255,231
61694,1,4,227,472,129,2
61695,1,47,99,29,726,206
61696,1,38,339,175,129,14
61697,-1,33,56,40,68,90
61698,1,0,61,92,31,1
61699,1,63,39,41,21,0
61700,1,0,39,239,21,4
61701,1,3,0,16,94,40
61702,1,7,34,43,73,13
61703,1,18,227,472,181,153
61704,1,3,0,78,68,2
61705,0,36,73,139,39,41
61706,1,2,0,42,115,31
61707,-1,124,80,144,131,22
61708,1,69,227,472,339,175
61709,0,16,51,213,274,29
61710,1,11,28,22,80,1
61711,-1,71,0,18,50,0
61712,-1,145,35,125,33,0
61713,1,5,91,248,116,3
61714,1,24,32,114,37,1
61715,-1,14,351,522,726,206
61716,-1,20,120,83,168,311
61717,-1,37,0,40,124,10
61718,1,11,0,23,86,103
61719,1,8,86,99,63,25
61720,1,49,161,263,444,195
61721,1,2,79,200,100,1
61722,1,22,109,50,160,18
61723,1,15,147,596,79,33
61724,1,58,0,27,113,293
61725,-1,16,38,13,13,26
61726,0,49,0,58,172,22
61727,-1,40,0,75,221,210
61728,1,2,0,12,74,26
61729,1,0,44,76,63,86
61730,-1,12,62,142,179,20
61731,1,6,93,109,54,89
61732,1,99,46,347,161,151
61733,-1,18,17,45,25,83
61734,0,93,59,80,29,0
61735,0,40,89,68,52,19
61736,1,1,69,232,115,174
61737,0,38,215,93,180,300
61738,-1,89,0,14,150,124
61739,1,4,70,79,142,78
61740,1,18,0,2,243,18
61741,1,2,37,100,25,21
61742,1,7,318,1101,64,29
61743,1,21,195,81,93,35
61744,-1,49,102,175,55,3
61745,-1,2,0,65,95,14
61746,-1,84,0,40,102,49
61747,1,28,139,58,109,60
61748,1,12,0,11,80,31
61749,1,1,0,123,72,133
61750,1,14,159,27,207,44
61751,1,0,199,455,61,33
61752,1,4,0,70,105,67
61753,-1,39,92,140,215,93
61754,1,18,53,40,108,116
61755,1,0,96,268,41,3
61756,1,5,47,374,28,126
61757,-1,9,54,89,27,0
61758,-1,7,39,253,27,0
61759,1,4,75,54,74,1
61760,-1,49,0,186,114,84
61761,-1,18,88,9,128,18
61762,1,27,147,95,148,1
61763,1,12,76,74,166,44
61764,1,10,141,100,33,17
61765,1,35,0,148,53,79
61766,1,5,65,67,26,98
61767,1,4,30,936,73,3
61768,1,2,68,90,70,20
61769,-1,4,61,15,491,22
61770,1,7,66,90,82,13
61771,-1,172,185,110,65,54
61772,1,22,53,51,117,15
61773,-1,7,0,37,188,26
61774,1,0,0,36,46,61
61775,1,3,49,101,74,10
61776,1,31,0,84,68,57
61777,1,14,89,90,86,61
61778,1,10,118,185,59,6
61779,1,1,0,38,354,108
61780,0,108,0,15,115,43
61781,1,29,97,157,56,74
61782,1,6,88,160,109,44
61783,0,0,0,926,216,47
61784,-1,6,47,69,39,239
61785,1,24,71,41,128,29
61786,-1,20,115,206,62,1
61787,-1,6,164,37,56,35
61788,0,18,74,50,121,53
61789,1,25,138,248,83,82
61790,-1,51,150,15,47,0
61791,1,19,0,92,223,105
61792,1,9,165,393,55,0
61793,1,37,84,9,137,5
61794,1,41,223,105,102,32
61795,1,8,156,371,80,12
61796,1,15,0,135,179,20
61797,1,21,191,38,92,15
61798,1,22,49,439,199,455
61799,1,15,125,43,103,11
61800,1,18,0,11,117,15
61801,0,0,0,926,33,0
61802,1,7,4,92,194,124
61803,1,37,50,44,117,52
61804,1,0,0,54,29,29
61805,1,6,28,218,102,109
61806,1,6,108,152,93,0
61807,1,7,0,7,97,164
61808,1,3,0,294,80,197
61809,1,6,37,136,125,92
61810,1,38,0,41,444,195
61811,1,21,160,236,151,81
61812,1,15,72,40,215,93
61813,1,0,24,83,27,2
61814,-1,103,139,110,180,300
61815,1,5,35,125,74,26
61816,-1,25,49,53,318,1101
61817,1,7,94,36,210,190
61818,-1,9,0,8,176,45
61819,1,39,0,67,217,32
61820,1,23,47,47,39,37
61821,1,3,0,117,115,177
61822,-1,14,57,302,84,21
61823,1,39,149,590,276,32
61824,1,1,49,175,61,10
61825,1,3,224,207,149,28
61826,1,12,0,54,102,175
61827,1,40,97,260,63,26
61828,-1,31,0,64,59,0
61829,1,2,0,1,76,64
61830,1,2,54,178,118,42
61831,0,38,84,322,180,32
61832,1,7,0,47,88,48
61833,-1,47,169,79,46,12
61834,1,21,28,35,23,22
61835,1,2,78,40,123,31
61836,-1,47,64,145,51,51
61837,1,14,88,12,148,24
61838,1,8,40,10,108,23
61839,-1,114,0,8,188,26
61840,1,6,13,26,72,40
61841,1,14,0,115,109,50
61842,1,1,190,61,89,18
61843,1,8,0,7,74,201
61844,1,51,0,66,92,12
61845,1,10,168,311,91,130
61846,1,3,0,1,87,9
61847,1,30,69,160,57,13
61848,0,0,0,926,90,26
61849,-1,46,8,184,8,0
61850,1,37,80,188,72,32
61851,-1,5,76,319,44,5
61852,0,27,43,519,31,1
61853,1,39,65,54,518,6
61854,0,32,0,9,234,42
61855,1,137,277,26,180,222
61856,-1,17,11,17,28,0
61857,-1,24,85,334,111,49
61858,1,1,97,260,50,49
61859,1,6,46,347,33,13
61860,1,13,49,439,44,2
61861,1,30,58,74,229,99
61862,1,3,31,19,71,34
61863,1,8,85,43,64,2
61864,1,38,0,80,534,40
61865,1,9,43,44,83,18
61866,1,7,67,730,69,19
61867,1,42,0,5,181,129
61868,1,54,0,66,85,3
61869,-1,4,0,81,30,13
61870,1,3,0,229,55,1
61871,1,14,47,125,147,38
61872,1,36,64,583,139,58
61873,1,3,164,660,73,15
61874,-1,3,122,249,18,0
61875,1,5,164,660,99,5
61876,-1,10,63,129,130,48
61877,1,3,0,36,195,81
61878,0,29,49,106,84,0
61879,1,18,113,293,98,16
61880,0,6,0,67,77,13
61881,1,30,0,150,186,63
61882,1,2,118,185,87,50
61883,1,12,0,5,32,59
61884,1,102,65,54,518,6
61885,1,28,0,38,164,48
61886,1,29,72,343,356,404
61887,1,1,50,106,11,0
61888,1,4,0,66,76,1
61889,1,19,137,72,246,33
61890,1,80,0,428,121,53
61891,1,2,1,89,20,6
61892,1,64,0,30,185,9
61893,1,3,0,40,44,16
61894,1,66,0,7,119,8
61895,0,34,318,100,190,61
61896,1,18,63,182,112,9
61897,1,1,0,5,87,32
61898,1,57,52,165,64,2
61899,1,13,65,75,255,231
61900,1,5,0,14,114,21
61901,-1,28,94,73,15,0
61902,-1,103,68,50,102,15
61903,0,1,130,185,19,92
61904,1,9,69,232,116,11
61905,1,14,80,66,61,30
61906,1,5,80,188,62,2
61907,0,15,0,186,54,0
61908,1,82,277,26,176,57
61909,1,6,0,83,150,2
61910,-1,51,0,35,37,20
61911,1,18,0,4,458,0
61912,0,0,324,102,79,52
61913,-1,101,0,24,105,25
61914,1,4,192,237,56,6
61915,1,1,0,2,5,1
61916,1,2,0,75,156,160
61917,1,0,0,926,149,87
61918,1,8,149,590,123,31
61919,1,5,150,124,93,51
61920,1,9,0,17,108,116
61921,1,39,0,13,83,97
61922,1,36,39,253,59,12
61923,1,13,0,46,99,75
61924,1,1,12,166,100,25
61925,1,20,104,103,262,110
61926,1,1,76,319,89,90
61927,1,39,70,5,56,74
61928,1,10,0,444,104,23
61929,1,13,25,83,33,116
61930,1,3,164,660,34,0
61931,0,29,22,47,20,1
61932,0,10,139,65,130,48
61933,-1,63,0,15,92,147
61934,1,20,0,2,159,17
61935,1,8,0,444,274,29
61936,1,9,115,5,189,75
61937,1,13,0,5,129,2
61938,1,1,30,936,38,0
61939,1,12,58,131,141,41
61940,1,6,0,124,56,11
61941,1,24,0,1,129,2
61942,0,0,26,80,28,0
61943,-1,21,0,110,139,10
61944,1,5,0,38,94,36
61945,-1,28,0,6,66,6
61946,1,5,0,115,128,29
61947,1,1,0,278,91,130
61948,1,0,58,122,41,56
61949,1,26,44,496,86,0
61950,1,15,95,62,220,28
61951,1,0,8,125,56,54
61952,1,45,0,32,96,4
61953,1,1,162,350,85,1
61954,1,3,33,96,121,22
61955,1,42,0,173,84,190
61956,1,4,27,62,52,9
61957,1,11,54,289,108,7
61958,1,22,164,660,224,207
61959,1,3,0,42,187,328
61960,1,2,46,347,59,5
61961,1,14,23,76,17,66
61962,-1,4,152,239,226,54
61963,1,10,50,68,88,12
61964,1,51,47,374,276,32
61965,1,6,0,256,156,371
61966,1,2,47,178,27,16
61967,1,6,11,128,142,78
61968,1,6,91,248,77,4
61969,1,3,0,118,59,19
61970,1,14,124,33,107,18
61971,-1,38,67,730,458,0
61972,1,3,28,219,48,119
61973,0,25,128,220,65,2
61974,0,77,0,213,123,0
61975,-1,55,30,110,84,29
61976,-1,61,0,144,113,0
61977,1,0,81,162,104,23
61978,1,42,132,305,141,88
61979,-1,7,0,214,98,35
61980,1,11,0,10,100,1
61981,1,1,26,94,83,18
61982,1,33,0,229,28,1
61983,1,35,91,130,141,88
61984,-1,39,77,59,104,57
61985,-1,74,0,13,98,31
61986,-1,46,0,33,72,34
61987,1,0,0,1,23,22
61988,0,12,96,390,49,0
61989,1,9,40,98,96,24
61990,1,11,0,158,63,182
61991,1,141,26,3,18,0
61992,-1,2,149,590,47,12
61993,-1,10,67,132,11,1
61994,1,4,86,191,80,3
61995,1,72,0,191,177,130
61996,1,13,6,88,103,32
61997,1,49,318,1101,47,29
61998,-1,46,0,18,29,0
61999,0,21,0,40,135,15
62000,1,9,61,212,90,13
62001,-1,18,154,216,179,20
62002,1,16,68,16,142,147
62003,1,18,28,131,51,0
62004,1,25,0,13,73,23
62005,1,1,0,278,154,318
62006,1,23,78,65,169,79
62007,1,43,152,190,110,4
62008,-1,5,0,2,46,12
62009,1,14,51,148,534,40
62010,-1,44,68,84,8,0
62011,1,24,0,6,726,206
62012,1,21,108,116,62,1
62013,1,1,0,33,52,17
62014,-1,33,0,213,69,13
62015,-1,17,0,38,40,3
62016,1,42,128,281,64,145
62017,1,6,0,349,112,8
62018,0,30,72,32,160,39
62019,1,0,8,125,18,19
62020,-1,29,72,343,356,144
62021,-1,13,23,22,162,56
62022,1,0,180,222,128,156
62023,1,3,57,209,61,10
62024,1,7,79,48,185,250
62025,1,1,211,497,61,30
62026,1,8,0,349,89,0
62027,1,2,0,44,56,6
62028,1,13,0,62,39,19
62029,1,2,0,21,37,3
62030,-1,9,0,18,184,79
62031,1,15,115,43,87,8
62032,0,72,108,152,16,1
62033,1,20,54,28,68,89
62034,-1,10,8,14,44,5
62035,1,24,61,212,129,167
62036,-1,29,132,305,53,3
62037,-1,203,43,9,43,1
62038,1,61,42,27,55,15
62039,1,1,0,14,39,1
62040,1,13,80,293,210,190
62041,-1,18,81,162,72,47
62042,1,14,0,16,56,7
62043,-1,50,57,73,92,1
62044,1,12,0,148,113,14
62045,1,21,128,173,151,81
62046,-1,18,0,93,62,0
62047,1,49,0,213,91,5
62048,1,0,39,123,94,43
62049,0,13,0,29,114,5
62050,1,4,96,153,27,54
62051,1,19,85,93,134,70
62052,1,3,224,207,33,17
62053,-1,17,59,10,195,81
62054,1,5,0,135,354,108
62055,-1,7,0,10,106,28
62056,1,22,121,69,60,212
62057,1,52,76,110,141,100
62058,1,3,115,206,89,59
62059,-1,107,0,28,159,23
62060,1,1,356,404,122,186
62061,-1,8,0,428,49,8
62062,1,10,0,213,58,122
62063,1,1,29,139,136,2
62064,-1,69,62,142,40,55
62065,-1,34,0,313,253,14
62066,1,1,43,519,149,28
62067,1,5,40,112,121,53
62068,1,14,67,8,60,2
62069,1,26,0,52,262,110
62070,1,9,160,228,48,2
62071,1,15,180,32,64,9
62072,1,16,172,22,92,41
62073,1,1,0,140,96,145
62074,1,10,0,22,39,3
62075,1,1,0,42,54,65
62076,-1,24,68,90,13,0
62077,1,1,0,278,121,143
62078,1,18,0,125,64,15
62079,1,2,164,660,47,41
62080,1,2,29,28,123,31
62081,1,24,0,15,93,51
62082,-1,104,47,102,47,5
62083,1,13,0,78,49,1
62084,1,192,0,18,191,68
62085,1,14,63,182,318,1101
62086,1,28,72,343,121,22
62087,1,18,0,52,109,69
62088,-1,12,100,142,46,7
62089,1,3,22,58,147,38
62090,1,17,64,583,38,86
62091,1,0,17,14,20,0
62092,-1,34,0,28,114,84
62093,1,142,126,77,168,92
62094,1,76,107,12,259,21
62095,0,0,18,860,39,39
62096,1,16,76,255,73,81
62097,1,13,0,71,46,3
62098,1,1,0,138,80,66
62099,1,9,0,294,128,37
62100,1,6,30,72,61,36
62101,1,0,0,15,69,23
62102,-1,36,119,38,84,19
62103,1,20,0,4,72,14
62104,1,11,0,1,89,12
62105,0,29,0,349,52,0
62106,0,31,0,87,82,0
62107,1,2,0,227,16,12
62108,1,3,0,176,63,0
62109,1,57,102,231,114,3
62110,1,84,0,52,221,60
62111,1,18,47,188,55,3
62112,1,13,35,304,40,2
62113,1,5,0,44,22,1
62114,1,25,91,41,39,5
62115,1,170,0,262,99,21
62116,-1,3,187,328,11,16
62117,1,28,185,42,318,100
62118,1,7,82,318,84,322
62119,-1,16,53,328,11,16
62120,1,11,0,15,110,0
62121,1,1,0,21,39,3
62122,1,30,149,590,139,65
62123,1,26,0,119,166,79
62124,1,0,0,130,63,0
62125,-1,36,29,29,28,0
62126,1,22,0,23,75,66
62127,1,20,0,92,100,2
62128,-1,9,54,46,10,0
62129,0,8,0,13,38,120
62130,0,21,57,84,43,3
62131,1,23,84,201,48,14
62132,1,76,84,201,32,46
62133,1,1,0,1,11,4
62134,1,14,58,83,59,7
62135,-1,67,148,40,16,0
62136,0,30,0,134,277,26
62137,1,7,0,7,53,41
62138,-1,45,0,108,31,2
62139,1,9,54,65,21,30
62140,1,6,0,45,73,15
62141,1,22,141,100,116,59
62142,1,4,86,191,64,32
62143,-1,24,0,71,95,22
62144,1,43,95,26,47,12
62145,1,23,0,58,75,0
62146,-1,75,0,24,726,206
62147,1,2,0,93,57,84
62148,-1,12,0,13,94,73
62149,1,3,152,190,81,110
62150,-1,116,2,141,110,101
62151,-1,127,51,213,39,41
62152,1,13,0,156,88,29
62153,1,3,74,282,57,84
62154,1,16,0,5,163,86
62155,1,15,40,397,277,217
62156,1,4,94,207,72,0
62157,1,2,0,3,518,6
62158,1,64,0,5,491,22
62159,-1,12,0,117,87,96
62160,1,32,56,76,119,8
62161,1,8,67,27,59,12
62162,-1,34,156,371,9,0
62163,1,17,180,222,104,47
62164,1,0,112,109,66,19
62165,1,15,0,144,73,2
62166,-1,3,0,73,92,12
62167,1,8,227,472,85,40
62168,1,111,86,39,136,18
62169,1,12,318,1101,76,3
62170,1,4,0,75,39,253
62171,1,13,71,81,149,16
62172,-1,7,89,139,58,6
62173,-1,84,0,10,133,1
62174,-1,179,114,84,234,42
62175,-1,22,0,178,20,18
62176,-1,142,0,35,318,100
62177,1,8,40,13,119,281
62178,1,49,26,80,82,318
62179,-1,148,172,36,109,44
62180,1,6,0,2,85,5
62181,-1,32,0,30,94,40
62182,1,3,161,263,132,4
62183,-1,7,58,115,12,2
62184,1,13,58,115,54,135
62185,-1,8,121,143,14,0
62186,1,25,147,56,74,18
62187,1,1,163,114,166,79
62188,1,23,178,228,92,140
62189,0,29,0,12,165,30
62190,-1,25,0,94,59,19
62191,0,22,0,8,117,127
62192,1,3,0,25,85,10
62193,1,7,277,217,162,350
62194,1,1,38,15,67,77
62195,-1,31,0,34,130,75
62196,1,4,72,251,42,2
62197,1,4,36,70,49,0
62198,0,15,356,404,12,0
62199,1,2,0,1,70,79
62200,-1,5,83,97,20,1
62201,1,9,85,40,100,8
62202,1,28,139,152,117,52
62203,1,1,0,9,50,10
62204,1,71,63,75,95,26
62205,1,58,43,22,88,12
62206,1,8,58,122,165,393
62207,0,0,0,926,28,126
62208,1,1,0,37,71,57
62209,1,10,0,5,220,28
62210,1,8,0,127,90,6
62211,1,18,3,5,18,43
62212,1,6,57,73,185,76
62213,-1,6,40,112,109,44
62214,1,20,91,248,39,32
62215,1,41,179,20,289,122
62216,1,29,0,1,54,0
62217,1,7,0,5,166,22
62218,1,21,159,35,32,99
62219,1,3,0,22,89,0
62220,1,15,60,296,68,89
62221,1,2,72,561,80,14
62222,-1,27,0,54,9,0
62223,1,6,68,61,101,0
62224,1,8,28,126,96,268
62225,1,27,73,5,82,19
62226,1,10,120,58,77,7
62227,1,46,46,75,148,148
62228,-1,6,0,22,93,157
62229,1,16,0,127,126,27
62230,1,1,53,91,108,31
62231,1,11,76,110,193,55
62232,1,2,0,29,122,0
62233,1,22,88,160,162,8
62234,0,108,0,32,185,42
62235,1,22,76,230,55,0
62236,0,35,14,59,62,19
62237,1,4,130,48,73,3
62238,1,1,0,29,27,16
62239,1,18,67,34,156,37
62240,1,5,30,936,485,18
62241,1,28,74,197,191,38
62242,1,19,0,28,151,54
62243,1,6,0,42,110,181
62244,1,26,49,386,80,293
62245,1,1,31,79,39,34
62246,1,30,0,163,52,19
62247,-1,33,0,248,54,0
62248,1,344,0,25,375,8
62249,-1,28,28,218,215,93
62250,1,3,152,190,99,75
62251,0,44,0,3,48,42
62252,1,69,52,165,458,0
62253,-1,35,71,61,50,6
62254,0,69,49,386,47,1
62255,1,12,217,32,164,660
62256,1,9,155,183,518,6
62257,1,6,0,248,234,42
62258,-1,7,0,7,222,107
62259,-1,20,165,274,100,1
62260,1,31,0,24,75,0
62261,1,71,161,263,154,216
62262,1,19,90,62,77,6
62263,1,3,289,122,458,0
62264,-1,12,45,148,129,167
62265,-1,27,0,21,17,0
62266,-1,40,58,38,156,160
62267,1,12,0,101,277,265
62268,1,27,82,66,379,31
62269,1,42,72,47,286,143
62270,1,20,107,257,77,59
62271,1,121,0,7,221,60
62272,1,0,0,41,94,40
62273,1,0,51,190,95,62
62274,1,31,72,561,57,13
62275,1,36,147,596,80,86
62276,1,1,101,113,70,20
62277,1,25,356,404,81,1
62278,0,55,86,13,30,0
62279,1,6,84,190,87,33
62280,1,16,47,244,65,51
62281,1,198,37,136,64,15
62282,1,26,0,18,164,27
62283,-1,25,161,151,3,0
62284,1,0,43,519,83,50
62285,1,4,56,74,84,55
62286,-1,7,79,126,150,2
62287,1,10,60,212,64,19
62288,1,9,0,200,122,36
62289,-1,9,43,519,14,0
62290,1,5,119,281,97,260
62291,1,46,98,166,39,11
62292,-1,73,128,281,123,17
62293,-1,8,216,259,18,0
62294,-1,107,0,4,138,41
62295,1,7,164,660,44,76
62296,1,31,0,1,64,0
62297,-1,83,74,36,116,8
62298,1,9,0,14,32,4
62299,1,2,22,72,109,50
62300,1,39,318,1101,70,23
62301,1,2,0,220,94,207
62302,1,20,0,444,154,318
62303,1,18,175,96,286,33
62304,1,2,0,26,96,16
62305,-1,9,0,7,104,2
62306,-1,14,444,195,11,3
62307,1,9,71,61,43,70
62308,1,14,68,90,53,328
62309,1,24,46,347,162,56
62310,1,14,96,268,26,14
62311,0,6,29,281,79,200
62312,1,12,26,94,48,31
62313,1,2,189,75,134,70
62314,1,4,30,936,138,248
62315,1,54,0,158,130,48
62316,1,5,18,860,23,7
62317,1,11,36,70,58,2
62318,1,16,178,228,54,3
62319,1,13,0,3,147,0
62320,1,4,18,25,19,1
62321,0,11,0,67,60,26
62322,1,4,0,82,52,1
62323,-1,65,0,3,68,8
62324,1,16,40,112,89,29
62325,1,2,0,176,164,660
62326,1,12,0,216,97,22
62327,1,31,49,439,726,206
62328,1,12,44,496,82,22
62329,0,40,107,173,34,0
62330,-1,83,78,152,19,1
62331,1,3,277,265,107,155
62332,0,22,67,50,104,65
62333,0,54,0,19,61,14
62334,1,55,183,44,164,27
62335,-1,26,0,27,20,4
62336,-1,6,0,53,76,10
62337,1,6,0,123,66,1
62338,1,17,95,156,14,0
62339,1,23,0,1,41,90
62340,1,0,0,15,16,0
62341,-1,3,0,3,84,0
62342,1,1,351,522,55,0
62343,-1,0,0,926,139,65
62344,1,35,0,3,136,2
62345,-1,5,0,37,4,0
62346,-1,49,73,66,36,2
62347,1,12,100,140,68,13
62348,1,6,80,144,114,21
62349,1,14,77,29,70,71
62350,1,19,0,34,145,253
62351,1,21,318,1101,89,68
62352,1,22,80,197,210,94
62353,1,62,141,55,149,81
62354,1,24,92,101,53,7
62355,1,13,0,22,109,60
62356,1,15,0,4,199,455
62357,1,12,96,145,99,4
62358,1,44,0,53,7,12
62359,-1,24,178,228,379,31
62360,1,16,0,27,104,47
62361,1,44,0,2,119,8
62362,1,16,173,112,69,7
62363,1,2,180,222,181,129
62364,-1,3,31,120,39,239
62365,-1,3,125,92,53,3
62366,1,17,30,110,92,27
62367,1,29,48,72,57,87
62368,1,3,67,730,47,244
62369,1,1,13,76,95,26
62370,1,2,164,660,48,39
62371,1,12,29,58,56,125
62372,1,13,173,112,47,1
62373,-1,53,102,66,59,8
62374,1,17,45,240,101,0
62375,1,12,0,24,68,84
62376,1,7,318,1101,71,18
62377,0,27,70,82,190,270
62378,-1,4,0,313,49,12
62379,1,12,135,147,67,3
62380,0,149,0,94,726,206
62381,1,1,122,249,34,5
62382,1,20,264,241,77,6
62383,0,45,83,53,20,0
62384,1,3,3,132,67,29
62385,1,103,444,195,126,2
62386,-1,7,0,1,192,237
62387,1,9,65,397,118,0
62388,-1,23,17,56,30,0
62389,1,6,109,50,92,101
62390,1,14,78,298,75,28
62391,1,3,132,305,68,11
62392,1,12,0,71,90,13
62393,-1,45,122,36,9,0
62394,1,1,0,69,99,21
62395,1,118,89,72,277,26
62396,-1,31,74,209,64,11
62397,1,24,0,91,57,8
62398,1,6,0,40,78,47
62399,1,7,0,294,72,14
62400,-1,25,65,121,154,318
62401,1,39,0,23,179,43
62402,-1,19,0,122,164,48
62403,1,7,47,69,142,78
62404,-1,25,28,126,16,0
62405,-1,19,0,34,351,522
62406,1,11,0,9,159,35
62407,1,14,110,23,146,2
62408,1,22,0,22,18,1
62409,1,55,0,69,19,3
62410,0,0,0,926,90,1
62411,1,13,150,238,100,15
62412,-1,159,80,144,149,28
62413,1,31,0,40,109,60
62414,0,0,0,926,93,109
62415,1,7,0,115,135,43
62416,-1,5,63,129,18,5
62417,-1,3,32,72,116,8
62418,1,19,56,125,304,60
62419,1,24,63,182,59,0
62420,1,14,96,390,51,213
62421,-1,3,11,128,13,0
62422,1,13,63,114,25,21
62423,-1,0,0,926,726,206
62424,-1,39,128,173,55,9
62425,1,3,0,1,57,0
62426,-1,79,0,2,246,33
62427,1,14,0,138,351,522
62428,1,16,93,120,129,2
62429,1,12,71,81,129,14
62430,-1,27,165,274,49,10
62431,1,3,0,115,112,123
62432,1,134,6,88,65,75
62433,1,8,8,184,124,10
62434,1,3,78,298,123,31
62435,1,20,7,51,132,23
62436,1,9,0,145,112,147
62437,1,19,0,123,11,0
62438,1,20,135,127,94,9
62439,-1,12,12,164,6,0
62440,-1,12,152,63,149,87
62441,1,0,47,69,21,8
62442,1,1,101,113,113,14
62443,1,1,74,53,318,1101
62444,1,81,0,152,458,0
62445,-1,9,29,281,65,8
62446,1,22,94,207,77,7
62447,0,30,6,10,83,0
62448,1,0,0,100,19,13
62449,1,22,0,10,71,3
62450,1,2,35,200,219,6
62451,1,3,53,328,95,26
62452,0,210,0,12,41,1
62453,1,3,56,9,74,26
62454,1,25,164,660,189,0
62455,1,24,113,117,107,4
62456,1,11,0,61,100,2
62457,-1,35,116,59,18,42
62458,1,23,0,33,124,12
62459,1,18,0,52,128,29
62460,1,63,0,55,83,77
62461,1,34,79,33,89,12
62462,1,4,53,31,318,1101
62463,1,31,83,77,163,114
62464,1,40,0,32,176,11
62465,1,10,0,74,64,3
62466,-1,16,128,156,76,10
62467,-1,19,726,206,87,8
62468,1,20,74,197,534,40
62469,-1,13,92,140,69,2
62470,-1,5,0,2,277,265
62471,1,66,96,16,162,8
62472,0,24,104,77,103,2
62473,1,28,0,152,156,371
62474,-1,44,64,145,65,6
62475,-1,7,11,89,34,0
62476,1,17,0,16,21,30
62477,1,1,0,227,83,99
62478,-1,26,0,40,13,0
62479,0,2,44,22,23,0
62480,1,97,156,371,51,213
62481,1,18,44,496,165,393
62482,1,8,0,37,112,8
62483,-1,13,199,455,52,19
62484,1,2,0,138,50,7
62485,1,32,42,4,33,0
62486,1,3,44,76,78,9
62487,0,8,165,58,73,3
62488,1,2,91,46,224,207
62489,-1,41,67,730,68,26
62490,1,9,139,110,27,0
62491,1,8,49,439,169,48
62492,-1,25,100,142,21,0
62493,-1,14,0,128,55,15
62494,1,7,264,241,43,22
62495,0,7,72,561,95,22
62496,1,6,0,41,154,216
62497,1,13,0,129,138,30
62498,1,3,112,109,106,19
62499,1,12,45,240,142,78
62500,1,33,22,24,86,0
62501,1,6,0,1,71,0
62502,1,12,0,294,102,66
62503,1,1,43,115,61,58
